band_name,album,song_name,listen_date
David Bowie,Sound And Vision,After Today - 2003 Digital Remaster,10/8/13
David Bowie,Sound And Vision,Fascination - 1999 Digital Remaster,10/8/13
David Bowie,Sound And Vision,Young Americans - 1999 Digital Remaster,10/8/13
David Bowie,Sound And Vision,Cracked Actor - Live;2003 Digital Remaster,10/8/13
David Bowie,Sound And Vision,Watch That Man - Live;2003 Digital Remaster,10/8/13
David Bowie,Sound And Vision,Suffragette City - Live;2003 Digital Remaster,10/8/13
David Bowie,Sound And Vision,Rebel Rebel - US Single Version;2002 Digital Remaster,10/8/13
David Bowie,Sound And Vision,Big Brother - 1999 Digital Remaster,10/8/13
David Bowie,Sound And Vision,1984/Dodo - 2003 Digital Remaster,10/8/13
David Bowie,Sound And Vision,Don't Bring Me Down - 1999 Digital Remaster,10/8/13
David Bowie,Sound And Vision,Sorrow - 1999 Digital Remaster,10/8/13
David Bowie,Sound And Vision,Anyway Anyhow Anywhere? - 1999 Digital Remaster,10/8/13
David Bowie,Sound And Vision,Rock 'N' Roll Suicide - Live,10/8/13
David Bowie,Sound And Vision,White Light/White Heat (Live) [Stereo],10/8/13
David Bowie,Sound And Vision,Ziggy Stardust (Live) [Stereo],10/8/13
David Bowie,Sound And Vision,Panic In Detroit - 2003 Digital Remaster,10/8/13
David Bowie,Sound And Vision,Drive In Saturday - 2003 Digital Remaster,10/8/13
David Bowie,Sound And Vision,John I'm Only Dancing - Sax Version;2003 Digital Remaster,10/8/13
David Bowie,Sound And Vision,Moonage Daydream - 2002 Digital Remaster,10/8/13
David Bowie,Sound And Vision,Round And Round - Alternate Vocal Take,10/8/13
David Bowie,Sound And Vision,Changes - 1999 Digital Remaster,10/8/13
David Bowie,Sound And Vision,The Bewlay Brothers - 1999 Digital Remaster,10/8/13
David Bowie,Sound And Vision,The Man Who Sold The World - 1999 Digital Remaster,10/8/13
David Bowie,Sound And Vision,Black Country Rock - 1999 Digital Remaster,10/8/13
David Bowie,Sound And Vision,London Bye Ta-Ta,10/8/13
David Bowie,Sound And Vision,The Prettiest Star - Single Version;2003 Digital Remaster,10/8/13
David Bowie,Sound And Vision,Wild Eyed Boy From Freecloud - Rare B Side Version;2003 Digital Remaster,10/8/13
David Bowie,Sound And Vision,Space Oddity - 2003 Digital Remaster,10/8/13
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (40th Anniversary Edition) [Remastered],Five Years,10/5/13
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (40th Anniversary Edition) [Remastered],Suffragette City,10/5/13
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (40th Anniversary Edition) [Remastered],Ziggy Stardust,10/5/13
David Bowie,Hunky Dory,Changes - 1999 Digital Remaster,10/5/13
David Bowie,Hunky Dory,Changes - 1999 Digital Remaster,9/22/13
David Bowie,ChangesBowie,Heroes - Single Version;1990 - Remaster,9/16/13
David Bowie,Hunky Dory,Changes - 1999 Digital Remaster,9/10/13
David Bowie,Christiane F - Wir Kinder Vom Bahnhoff Z,'Heroes'/'Helden' - 2001 Digital Remaster,9/9/13
David Bowie,Christiane F - Wir Kinder Vom Bahnhoff Z,'Heroes'/'Helden' - 2001 Digital Remaster,9/7/13
David Bowie,ChangesBowie,Heroes - Single Version;1990 - Remaster,9/7/13
David Bowie,ChangesBowie,Heroes - Single Version;1990 - Remaster,8/30/13
David Bowie,ChangesBowie,Heroes - Single Version;1990 - Remaster,8/28/13
David Bowie,ChangesBowie,Heroes - Single Version;1990 - Remaster,8/24/13
David Bowie,ChangesBowie,Heroes - Single Version;1990 - Remaster,8/16/13
David Bowie,ChangesBowie,Heroes - Single Version;1990 - Remaster,8/15/13
David Bowie,Christiane F - Wir Kinder Vom Bahnhoff Z,'Heroes'/'Helden' - 2001 Digital Remaster,8/3/13
David Bowie,ChangesBowie,Heroes - Single Version;1990 - Remaster,7/29/13
David Bowie,ChangesBowie,Heroes - Single Version;1990 - Remaster,7/5/13
David Bowie,Hunky Dory,Changes - 1999 Digital Remaster,6/28/13
David Bowie,Hunky Dory,Changes - 1999 Digital Remaster,6/19/13
David Bowie,ChangesBowie,Heroes - Single Version;1990 - Remaster,6/6/13
David Bowie,ChangesBowie,Heroes - Single Version;1990 - Remaster,6/2/13
David Bowie,ChangesBowie,Heroes - Single Version;1990 - Remaster,5/24/13
David Bowie,Hunky Dory,Changes - 1999 Digital Remaster,5/3/13
David Bowie,Hunky Dory,Changes - 1999 Digital Remaster,5/2/13
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (40th Anniversary Edition) [Remastered],Five Years,5/2/13
David Bowie,Hunky Dory,Changes - 1999 Digital Remaster,5/2/13
David Bowie,Hunky Dory,Changes - 1999 Digital Remaster,5/2/13
David Bowie,Christiane F - Wir Kinder Vom Bahnhoff Z,'Heroes'/'Helden' - 2001 Digital Remaster,4/27/13
David Bowie,Low,Always Crashing In The Same Car - 1999 Digital Remaster,4/26/13
David Bowie,Low,Always Crashing In The Same Car - 1999 Digital Remaster,4/26/13
David Bowie,ChangesBowie,Heroes - Single Version;1990 - Remaster,4/21/13
David Bowie,ChangesBowie,Heroes - Single Version;1990 - Remaster,4/16/13
David Bowie,ChangesBowie,Heroes - Single Version;1990 - Remaster,4/16/13
David Bowie,ChangesBowie,Heroes - Single Version;1990 Digital Remaster,3/12/13
David Bowie,ChangesBowie,Heroes - Single Version;1990 Digital Remaster,3/7/13
David Bowie,ChangesBowie,Heroes - Single Version;1990 Digital Remaster,2/28/13
David Bowie,ChangesBowie,Heroes - Single Version;1990 Digital Remaster,2/26/13
David Bowie,ChangesBowie,Heroes - Single Version;1990 Digital Remaster,2/10/13
David Bowie,Heroes,Heroes - 1999 Digital Remaster,1/1/13
David Bowie,Heroes,Heroes - 1999 Digital Remaster,1/1/13
David Bowie,ChangesBowie,Heroes - Single Version;1990 Digital Remaster,12/24/12
David Bowie,Christiane F - Wir Kinder Vom Bahnhoff Z,'Heroes'/'Helden' - 2001 Digital Remaster,12/16/12
David Bowie,The Rise and Fall of Ziggy Stardust and The Spiders from Mars (30th anniversary edition),Ziggy Stardust,12/16/12
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (40th Anniversary Edition) [Remastered],Suffragette City - 2012 - Remaster,12/16/12
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (40th Anniversary Edition) [Remastered],Ziggy Stardust - 2012 - Remaster,12/16/12
David Bowie,Heroes,Heroes - 1999 Digital Remaster,12/12/12
David Bowie,Heroes,Heroes - 1999 Digital Remaster,12/11/12
David Bowie,Heroes,Heroes - 1999 Digital Remaster,12/11/12
David Bowie,ChangesBowie,Heroes - Single Version;1990 Digital Remaster,12/9/12
David Bowie,ChangesBowie,Heroes - Single Version;1990 Digital Remaster,12/9/12
David Bowie,Heroes,Heroes - 1999 Digital Remaster,11/19/12
David Bowie,Heroes,Heroes - 1999 Digital Remaster,11/18/12
David Bowie,Heroes,Heroes - 1999 Digital Remaster,11/12/12
David Bowie,ChangesBowie,Heroes - Single Version;1990 Digital Remaster,11/5/12
David Bowie,Heroes,Heroes - 1999 Digital Remaster,11/5/12
David Bowie,Heroes,Heroes - 1999 Digital Remaster,11/5/12
David Bowie,Heroes,Heroes - 1999 Digital Remaster,11/5/12
David Bowie,Heroes,Heroes - 1999 Digital Remaster,11/5/12
David Bowie,ChangesBowie,Heroes - Single Version;1990 Digital Remaster,11/1/12
David Bowie,ChangesBowie,Heroes - Single Version;1990 Digital Remaster,11/1/12
David Bowie,ChangesBowie,Heroes - Single Version;1990 Digital Remaster,10/27/12
David Bowie,The Rise and Fall of Ziggy Stardust and The Spiders from Mars (30th anniversary edition),Five Years,10/24/12
David Bowie,Low,Always Crashing In The Same Car - 1999 Digital Remaster,10/24/12
David Bowie,Low,Always Crashing In The Same Car - 1999 Digital Remaster,10/23/12
David Bowie,Low,Always Crashing In The Same Car - 1999 Digital Remaster,10/23/12
David Bowie,Heroes,Heroes - 1999 Digital Remaster,10/22/12
David Bowie,ChangesBowie,Heroes - Single Version;1990 Digital Remaster,10/21/12
David Bowie,ChangesBowie,Heroes - Single Version;1990 Digital Remaster,10/10/12
David Bowie,ChangesBowie,Heroes - Single Version;1990 Digital Remaster,10/9/12
David Bowie,ChangesBowie,Heroes - Single Version;1990 Digital Remaster,10/9/12
David Bowie,ChangesBowie,Heroes - Single Version;1990 Digital Remaster,10/8/12
David Bowie,ChangesBowie,Suffragette City - 1990 Digital Remaster,9/11/12
David Bowie,ChangesBowie,Ziggy Stardust - 1990 Digital Remaster,9/11/12
David Bowie,The Singles Collection,Beauty And The Beast - 1991 Digital Remaster,9/11/12
David Bowie,The Singles Collection,Heroes - Single Version;1990 Digital Remaster,9/11/12
David Bowie,The Singles Collection,Suffragette City - 1990 Digital Remaster,9/11/12
David Bowie,The Singles Collection,Ziggy Stardust - 1990 Digital Remaster,9/11/12
David Bowie,The Singles Collection,Starman - 1990 Digital Remaster,9/11/12
David Bowie,Pin Ups,I Wish You Would - 1999 Digital Remaster,9/11/12
David Bowie,Pin Ups,Here Comes The Night - 1999 Digital Remaster,9/11/12
David Bowie,Pin Ups,Rosalyn - 1999 Digital Remaster,9/11/12
David Bowie,Hunky Dory,The Bewlay Brothers - 1999 Digital Remaster,9/11/12
David Bowie,Hunky Dory,Queen Bitch - 1999 Digital Remaster,9/11/12
David Bowie,Hunky Dory,Song For Bob Dylan - 1999 Digital Remaster,9/11/12
David Bowie,Hunky Dory,Andy Warhol - 1999 Digital Remaster,9/11/12
David Bowie,Low,Always Crashing In The Same Car - 1999 Digital Remaster,9/11/12
David Bowie,Low,Sound And Vision - 1999 Digital Remaster,9/11/12
David Bowie,Heroes,Heroes - 1999 Digital Remaster,9/11/12
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (40th Anniversary Edition) [Remastered],Ziggy Stardust - 2012 - Remaster,9/11/12
David Bowie,Greatest Hits II,Under Pressure,9/11/12
David Bowie,Platinum Collection,Heroes (single version),5/20/12
David Bowie,Platinum Collection,Sound and Vision,5/20/12
David Bowie,Platinum Collection,Life On Mars?,5/20/12
David Bowie,Platinum Collection,John I'm Only Dancing (Sax version),5/20/12
David Bowie,Platinum Collection,Ziggy Stardust,5/20/12
David Bowie,Sound And Vision,Sound and Vision,5/20/12
David Bowie,Sound And Vision,White Light/White Heat (Live) [Stereo],5/20/12
David Bowie,Sound And Vision,Ziggy Stardust (Live) [Stereo],5/20/12
David Bowie,Sound And Vision,Space Oddity,5/20/12
David Bowie,Greatest Hits II,Under Pressure,5/20/12
David Bowie,Christiane F - Wir Kinder Vom Bahnhoff Z,'Heroes'/'Helden' - 2001 Digital Remaster,5/19/12
David Bowie,Low,Sound and Vision,4/12/12
David Bowie,Sound And Vision,Ziggy Stardust (Live) [Stereo],4/12/12
David Bowie,A Reality Tour,Heroes,4/12/12
David Bowie,A Reality Tour,Ashes to Ashes,4/12/12
David Bowie,Quentin Tarantino's Inglourious Basterds Motion Picture Soundtrack,Cat People (Putting Out Fire),4/12/12
David Bowie,Greatest Hits II,Under Pressure,4/12/12
David Bowie,Sound And Vision,1984/Dodo,4/12/12
David Bowie,Sound And Vision,'Helden' (German Version 1989 Remix),4/12/12
David Bowie,Sound And Vision,White Light/White Heat (Live) [Stereo],4/12/12
David Bowie,iSelect,Life On Mars?,4/12/12
David Bowie,Hunky Dory,Andy Warhol,4/12/12
David Bowie,Low,Sound and Vision,4/12/12
David Bowie,Heroes,Heroes,4/12/12
David Bowie,Heroes,Joe the Lion,4/12/12
David Bowie,ChangesBowie,Ziggy Stardust,4/12/12
David Bowie,Christiane F - Wir Kinder Vom Bahnhoff Z,Heroes/Helden,3/24/12
David Bowie,Christiane F - Wir Kinder Vom Bahnhoff Z,Heroes/Helden,3/22/12
David Bowie,Aladdin Sane,Let's Spend the Night Together,3/21/12
David Bowie,Aladdin Sane,The Prettiest Star,3/21/12
David Bowie,Aladdin Sane,Time,3/21/12
David Bowie,Aladdin Sane,Cracked Actor,3/21/12
David Bowie,Aladdin Sane,Panic in Detroit,3/21/12
David Bowie,Aladdin Sane,Drive in Saturday,3/21/12
David Bowie,Aladdin Sane,Aladdin Sane,3/21/12
David Bowie,Aladdin Sane,Watch That Man,3/21/12
David Bowie,Greatest Hits II,Under Pressure,1/27/12
David Bowie,Christiane F - Wir Kinder Vom Bahnhoff Z,Boys Keep Swinging,1/27/12
David Bowie,Christiane F - Wir Kinder Vom Bahnhoff Z,Heroes/Helden,1/27/12
David Bowie,Christiane F - Wir Kinder Vom Bahnhoff Z,Heroes/Helden,1/27/12
David Bowie,Sound And Vision,'Helden' (German Version 1989 Remix),1/12/12
David Bowie,Sound And Vision,'Helden' (German Version 1989 Remix),1/12/12
David Bowie,Sound And Vision,Sound and Vision,1/12/12
David Bowie,Sound And Vision,Ziggy Stardust (Live) [Stereo],1/12/12
David Bowie,Live In Santa Monica '72,Ziggy Stardust (Live),1/12/12
David Bowie,Christiane F - Wir Kinder Vom Bahnhoff Z,Heroes/Helden,1/12/12
David Bowie,Christiane F - Wir Kinder Vom Bahnhoff Z,Heroes/Helden,1/9/12
David Bowie,Christiane F - Wir Kinder Vom Bahnhoff Z,Heroes/Helden,1/9/12
David Bowie,Christiane F - Wir Kinder Vom Bahnhoff Z,Heroes/Helden,1/9/12
David Bowie,Best of Bowie,Heroes (single version),1/7/12
David Bowie,The Best of David Bowie 1969-74,Ziggy Stardust,1/7/12
David Bowie,Greatest Hits II,Under Pressure,1/7/12
David Bowie,Greatest Hits II,Under Pressure,1/7/12
David Bowie,Greatest Hits II,Under Pressure,1/7/12
David Bowie,The Man Who Sold the World,The Man Who Sold the World,1/7/12
David Bowie,Heroes,Heroes,1/7/12
David Bowie,Sound And Vision,'Helden' (German Version 1989 Remix),1/7/12
David Bowie,Sound And Vision,Ziggy Stardust (Live) [Stereo],1/7/12
David Bowie,Heroes,Heroes,10/30/11
David Bowie,Heroes,Heroes,10/9/11
David Bowie,Christiane F - Wir Kinder Vom Bahnhoff Z,Heroes/Helden,10/8/11
David Bowie,Heroes,Heroes,10/8/11
David Bowie,Heroes,Heroes,10/7/11
David Bowie,Lodger,Look Back in Anger,9/30/11
David Bowie,Lodger,DJ,9/30/11
David Bowie,Lodger,Red Sails,9/30/11
David Bowie,Lodger,Yassassin (Turkish for: Long Live),9/30/11
David Bowie,Lodger,Move On,9/30/11
David Bowie,Lodger,African Night Flight,9/30/11
David Bowie,Lodger,Fantastic Voyage,9/30/11
David Bowie,Heroes,Heroes,9/30/11
David Bowie,Best of Bowie,Heroes (single version),9/30/11
David Bowie,Ziggy Stardust,Starman,9/3/11
David Bowie,Christiane F - Wir Kinder Vom Bahnhoff Z,Heroes/Helden,8/19/11
David Bowie,Sound And Vision,Ziggy Stardust (Live) [Stereo],8/19/11
David Bowie,Santa Monica '72,Changes,8/17/11
David Bowie,Black Tie White Noise,Jump They Say,8/3/11
David Bowie,Hunky Dory,Fill Your Heart,8/3/11
David Bowie,Never Let Me Down,Zeroes,8/3/11
David Bowie,Aladdin Sane,Let's Spend the Night Together,8/3/11
David Bowie,Hours,The Dreamers,8/2/11
David Bowie,ChangesBowie,Heroes,7/28/11
David Bowie,David Bowie,Little Bombardier,7/18/11
David Bowie,Low,Sound and Vision,7/15/11
David Bowie,Reality,Try Some Buy Some,7/12/11
David Bowie,The Singles Collection CD 2,Heroes,7/12/11
David Bowie,Aladdin Sane [30th Anniversary Edition],John I'm Only Dancing (Sax version),6/24/11
David Bowie,Heroes,Sense of Doubt,6/23/11
David Bowie,The Singles Collection,Knock on Wood,6/23/11
David Bowie,The Singles Collection,Sorrow,6/21/11
David Bowie,Outside,Segue I Am With Name,6/10/11
David Bowie,Scary Monsters,Teenage Wildlife,6/8/11
David Bowie,Young Americans,Bonus - Who Can I Be Now,6/8/11
David Bowie,Black Tie White Noise,Pallas Athena,6/8/11
David Bowie,Ziggy Stardust,Ziggy Stardust,6/7/11
David Bowie,Low,Some Are,6/3/11
David Bowie,Black Tie White Noise,I Know It's Gonna Happen Someday,6/2/11
David Bowie,The Singles Collection,Rock & Roll Suicide,6/2/11
David Bowie,Heroes,Heroes,6/1/11
David Bowie,Never Let Me Down,Time Will Crawl,6/1/11
David Bowie,Let's Dance,Criminal World,6/1/11
David Bowie,Tonight,Don't Look Down,5/31/11
David Bowie,The Best of David Bowie 1969-74,Ziggy Stardust,5/31/11
David Bowie,Labyrinth,Underground,5/27/11
David Bowie,Lodger,Bonus - I Pray Ole,5/27/11
David Bowie,Earthling,Dead Man Walking,5/26/11
David Bowie,The Man Who Sold the World,The Supermen,5/26/11
David Bowie,Space Oddity,Space Oddity,5/23/11
David Bowie,David Bowie,We Are Hungry Men,5/19/11
David Bowie,Ziggy Stardust,Ziggy Stardust,5/19/11
David Bowie,,Changes,5/19/11
David Bowie,Never Let Me Down,Shining Star (Makin' My Love),5/18/11
David Bowie,The Singles Collection,Rock & Roll Suicide,5/17/11
David Bowie,Never Let Me Down,Glass Spider,5/17/11
David Bowie,Hours,The Dreamers,5/16/11
David Bowie,Tonight,Don't Look Down,5/16/11
David Bowie,The Singles Collection CD 1,Ziggy Stardust,5/15/11
David Bowie,Black Tie White Noise,Pallas Athena,5/12/11
David Bowie,The Singles Collection CD 2,Beauty & The Beast,5/11/11
David Bowie,Diamond Dogs,Diamond Dogs,5/10/11
David Bowie,A Reality Tour,I'm Afraid of Americans,5/10/11
David Bowie,The Singles Collection,Day in Day Out,5/10/11
David Bowie,Christiane F. Wir Kinder,Stay,5/5/11
David Bowie,The Singles Collection CD 2,Boys Keep Swinging,5/3/11
David Bowie,Diamond Dogs,Dodo,4/28/11
David Bowie,The Singles Collection,Drive in Saturday,4/26/11
David Bowie,Diamond Dogs,Sweet Thing (reprise),4/26/11
David Bowie,Outside,I'm Deranged,4/24/11
David Bowie,The Singles Collection CD 2,Under Pressure,4/20/11
David Bowie,Scary Monsters,Because You're Young,4/19/11
David Bowie,Black Tie White Noise,Jump They Say,4/19/11
David Bowie,The Singles Collection CD 1,Rock & Roll Suicide,4/15/11
David Bowie,Aladdin Sane [30th Anniversary Edition],Let's Spend the Night Together,4/11/11
David Bowie,Aladdin Sane [30th Anniversary Edition],Drive-In Saturday,4/11/11
David Bowie,Ziggy Stardust: The Motion Picture,My Death,4/11/11
David Bowie,Ziggy Stardust: The Motion Picture,All The Young Dudes Oh! You Pretty Things,4/10/11
David Bowie,The Singles Collection CD 2,Modern Love,4/9/11
David Bowie,Black Tie White Noise,Pallas Athena,4/9/11
David Bowie,Lodger,Bonus - I Pray Ole,4/9/11
David Bowie,Earthling,Dead Man Walking,4/8/11
David Bowie,Outside,Leon Takes Us Outside,4/8/11
David Bowie,Santa Monica '72,Ziggy Stardust,4/7/11
David Bowie,Christiane F. Wir Kinder,Boys Keep Swinging,3/31/11
David Bowie,Reality,Never Get Old,3/30/11
David Bowie,Lodger,Yassassin,3/28/11
David Bowie,Low,Some Are,3/7/11
David Bowie,The Buddha of Suburbia,South Horizon,3/4/11
David Bowie,Santa Monica '72,The Jean Genie,3/1/11
David Bowie,Reality,Pablo Picasso,2/25/11
David Bowie,The Buddha of Suburbia,Dead Against It,2/14/11
David Bowie,Space Oddity,God Knows I'm Good,2/9/11
David Bowie,Heroes,Moss Garden,2/8/11
David Bowie,The Buddha of Suburbia,South Horizon,2/8/11
David Bowie,The Singles Collection,Rebel Rebel,2/8/11
David Bowie,Tonight,God Only Knows,2/8/11
David Bowie,The Singles Collection CD 1,TVC 15,2/7/11
David Bowie,Never Let Me Down,Too Dizzy,2/4/11
David Bowie,Tonight,Bonus - This Is Not America,2/3/11
David Bowie,The Best of David Bowie 1969-74,Life On Mars?,1/12/11
David Bowie,Aladdin Sane [30th Anniversary Edition],Watch That Man,1/6/11
David Bowie,The Singles Collection CD 1,The Jean Genie,1/2/11
David Bowie,Space Oddity,Space Oddity,12/14/10
David Bowie,Hours,New Angels Of Promise,11/29/10
David Bowie,Outside,No Control,11/29/10
David Bowie,Diamond Dogs,Chant of the Ever Circling Skeletal Family,11/26/10
David Bowie,The Singles Collection CD 2,Scary Monsters (and Super Creeps),11/23/10
David Bowie,Black Tie White Noise,You've Been Around,11/23/10
David Bowie,Santa Monica '72,Space Oddity,11/23/10
David Bowie,Earthling,Looking For Satellites,11/23/10
David Bowie,Heathen,Heathen,11/18/10
David Bowie,Station to Station,Stay,11/16/10
David Bowie,Diamond Dogs,Sweet Thing (reprise),11/12/10
David Bowie,Christiane F. Wir Kinder,Heroes-Helden,11/4/10
David Bowie,Santa Monica '72,Five Years,11/3/10
David Bowie,David Bowie,We Are Hungry Men,10/28/10
David Bowie,Black Tie White Noise,The Wedding Song,10/28/10
David Bowie,Reality,Looking For Water,10/25/10
David Bowie,Lodger,Move On,10/25/10
David Bowie,The Singles Collection CD 2,Heroes,10/20/10
David Bowie,Heroes,Joe the Lion,10/1/10
David Bowie,Christiane F. Wir Kinder,Heroes-Helden,7/12/10
David Bowie,Christiane F. Wir Kinder,Heroes-Helden,7/12/10
David Bowie,,Man Who Sold The World,7/7/10
David Bowie,Heathen,I've Been Waiting for You,6/28/10
David Bowie,Christiane F. Wir Kinder,Heroes-Helden,6/22/10
David Bowie,Christiane F. Wir Kinder,Heroes-Helden,6/22/10
David Bowie,Christiane F. Wir Kinder,Heroes-Helden,6/22/10
David Bowie,The Singles Collection,Under Pressure,6/22/10
David Bowie,The Singles Collection,Under Pressure,6/22/10
David Bowie,The Singles Collection,Under Pressure,6/22/10
David Bowie,The Singles Collection,Heroes,6/22/10
David Bowie,The Singles Collection,Heroes,6/22/10
David Bowie,The Singles Collection,Heroes,6/22/10
David Bowie,The Singles Collection,Sound & Vision,6/22/10
David Bowie,The Singles Collection,Sound & Vision,6/22/10
David Bowie,The Singles Collection,Sound & Vision,6/22/10
David Bowie,The Singles Collection CD 2,Boys Keep Swinging,6/21/10
David Bowie,The Singles Collection CD 2,Boys Keep Swinging,6/21/10
David Bowie,The Singles Collection CD 2,Beauty & The Beast,6/21/10
David Bowie,The Singles Collection CD 2,Beauty & The Beast,6/21/10
David Bowie,The Singles Collection CD 2,Heroes,6/21/10
David Bowie,The Singles Collection CD 2,Heroes,6/21/10
David Bowie,The Singles Collection,Starman,6/20/10
David Bowie,The Singles Collection,Starman,6/20/10
David Bowie,The Singles Collection,Starman,6/20/10
David Bowie,The Singles Collection,Starman,6/20/10
David Bowie,The Singles Collection,Starman,6/20/10
David Bowie,The Singles Collection,Starman,6/20/10
David Bowie,The Singles Collection,Changes,6/20/10
David Bowie,The Singles Collection,Changes,6/20/10
David Bowie,The Singles Collection,Changes,6/20/10
David Bowie,The Singles Collection,Changes,6/20/10
David Bowie,The Singles Collection,Space Oddity,6/20/10
David Bowie,The Singles Collection,Space Oddity,6/20/10
David Bowie,The Singles Collection,Space Oddity,6/20/10
David Bowie,The Singles Collection,Space Oddity,6/20/10
David Bowie,The Singles Collection,Life On Mars?,6/20/10
David Bowie,The Singles Collection,Life On Mars?,6/20/10
David Bowie,The Singles Collection,Life On Mars?,6/20/10
David Bowie,The Singles Collection,Life On Mars?,6/20/10
David Bowie,The Singles Collection,This Is Not America,6/20/10
David Bowie,The Singles Collection,This Is Not America,6/20/10
David Bowie,The Singles Collection,Blue Jean,6/20/10
David Bowie,The Singles Collection,Blue Jean,6/20/10
David Bowie,The Singles Collection,Modern Love,6/20/10
David Bowie,The Singles Collection,Modern Love,6/20/10
David Bowie,The Singles Collection,China Girl,6/20/10
David Bowie,The Singles Collection,China Girl,6/20/10
David Bowie,The Singles Collection,Let's Dance,6/20/10
David Bowie,The Singles Collection,Let's Dance,6/20/10
David Bowie,The Singles Collection,Wild Is the Wind,6/20/10
David Bowie,The Singles Collection,Wild Is the Wind,6/20/10
David Bowie,The Singles Collection,Under Pressure,6/20/10
David Bowie,The Singles Collection,Scary Monsters (and Super Creeps),6/20/10
David Bowie,The Singles Collection,Scary Monsters (and Super Creeps),6/20/10
David Bowie,The Singles Collection,Fashion,6/20/10
David Bowie,The Singles Collection,Fashion,6/20/10
David Bowie,The Singles Collection,Ashes to Ashes,6/20/10
David Bowie,The Singles Collection,Ashes to Ashes,6/20/10
David Bowie,The Singles Collection,Alabama Song,6/20/10
David Bowie,The Singles Collection,Alabama Song,6/20/10
David Bowie,The Singles Collection,D.J.,6/20/10
David Bowie,The Singles Collection,D.J.,6/20/10
David Bowie,The Singles Collection,Boys Keep Swinging,6/20/10
David Bowie,The Singles Collection,Boys Keep Swinging,6/20/10
David Bowie,The Singles Collection,Beauty & The Beast,6/20/10
David Bowie,The Singles Collection,Beauty & The Beast,6/20/10
David Bowie,The Singles Collection,Heroes,6/20/10
David Bowie,The Singles Collection,Sound & Vision,6/20/10
David Bowie,The Singles Collection,TVC 15,6/20/10
David Bowie,The Singles Collection,TVC 15,6/20/10
David Bowie,The Singles Collection,Golden Years,6/20/10
David Bowie,The Singles Collection,Golden Years,6/20/10
David Bowie,The Singles Collection,Fame,6/20/10
David Bowie,The Singles Collection,Fame,6/20/10
David Bowie,The Singles Collection,Young Americans,6/20/10
David Bowie,The Singles Collection,Young Americans,6/20/10
David Bowie,The Singles Collection,Knock on Wood,6/20/10
David Bowie,The Singles Collection,Knock on Wood,6/20/10
David Bowie,The Singles Collection,Diamond Dogs,6/20/10
David Bowie,The Singles Collection,Diamond Dogs,6/20/10
David Bowie,The Singles Collection,Rock & Roll Suicide,6/20/10
David Bowie,The Singles Collection,Rock & Roll Suicide,6/20/10
David Bowie,The Singles Collection,Rebel Rebel,6/20/10
David Bowie,The Singles Collection,Rebel Rebel,6/20/10
David Bowie,The Singles Collection,Sorrow,6/20/10
David Bowie,The Singles Collection,Sorrow,6/20/10
David Bowie,The Singles Collection,Drive in Saturday,6/20/10
David Bowie,The Singles Collection,Drive in Saturday,6/20/10
David Bowie,The Singles Collection,The Jean Genie,6/20/10
David Bowie,The Singles Collection,The Jean Genie,6/20/10
David Bowie,The Singles Collection,John I'm Only Dancing,6/20/10
David Bowie,The Singles Collection,John I'm Only Dancing,6/20/10
David Bowie,The Singles Collection,Suffragette City,6/20/10
David Bowie,The Singles Collection,Suffragette City,6/20/10
David Bowie,The Singles Collection,Ziggy Stardust,6/20/10
David Bowie,The Singles Collection,Ziggy Stardust,6/20/10
David Bowie,The Singles Collection,Ziggy Stardust,6/20/10
David Bowie,The Singles Collection,Ziggy Stardust,6/20/10
David Bowie,Santa Monica '72,Life On Mars?,6/18/10
David Bowie,Labyrinth,As The World Falls Down,6/18/10
David Bowie,Let's Dance,Modern Love,6/18/10
David Bowie,Christiane F. Wir Kinder,Heroes-Helden,6/18/10
David Bowie,Outside,Leon Takes Us Outside,6/16/10
David Bowie,Outside,Leon Takes Us Outside,6/16/10
David Bowie,The Singles Collection CD 1,Space Oddity,6/15/10
David Bowie,The Singles Collection CD 1,Space Oddity,6/15/10
David Bowie,The Singles Collection CD 1,Space Oddity,6/15/10
David Bowie,Diamond Dogs,Sweet Thing,6/15/10
David Bowie,Diamond Dogs,Sweet Thing,6/15/10
David Bowie,Diamond Dogs,Sweet Thing,6/15/10
David Bowie,Heroes,Heroes,6/12/10
David Bowie,Low,Be My Wife,6/11/10
David Bowie,Low,Be My Wife,6/11/10
David Bowie,Low,Sound and Vision,6/11/10
David Bowie,Low,Sound and Vision,6/11/10
David Bowie,Low,Sound and Vision,6/11/10
David Bowie,Christiane F. Wir Kinder,Heroes-Helden,6/11/10
David Bowie,Aladdin Sane [30th Anniversary Edition],The Jean Genie (original single mix),6/9/10
David Bowie,Diamond Dogs,Candidate (demo),6/8/10
David Bowie,The Singles Collection,Drive in Saturday,6/8/10
David Bowie,Low,Sound and Vision,6/4/10
David Bowie,Low,Sound and Vision,6/4/10
